"","otter_region","site","core_letter","layer_number","layer_thickness","layer_volume","sample_volume","pan_number","pan_weight","pan_sediment_ww_pre_60C","pan_sediment_dw_post_60C","sediment_ww_pre_60C","sediment_dw_post_60C","dry_bulk_density","pan_sediment_dw_pre_450C","pan_sediment_dw_post450C","sediment_dw_pre_450C","sediment_dw_post_450C","OM_weight","crucible_weight","crucible_sediment_dw_pre_950C","crucible_sediment_dw_post_950C","sediment_dw_pre_950_C","sediment_dw_post950C","IM_weight","X","sed_ww_pre_60C","na.rm","sed_dw_post_60C","sed_dw_pre_450C","sed_dw_post_450C","om_weight","sed_dw_pre_950C","sed_dw_post_950C","im_weight","percent_om","percent_im","om.im_ratio","om_density","im_density"
"75","High","H06","A",21,0.9,17.6625,17.6625,21,1.28227,18.57781,18.57781,17.29554,17.29554,0.979223779193206,18.57781,15.99294,17.29554,14.71067,2.58487,NA,NA,NA,NA,NA,NA,NA,17.29554,TRUE,17.29554,17.29554,14.71067,2.58487,NA,NA,NA,14.9452980363724,NA,NA,2.53116617012314,NA
"76","High","H06","A",22,1.2,23.55,23.55,22,1.28628,33.10723,33.10723,31.82095,31.82095,1.35120806794055,33.10723,29.42333,31.82095,28.13705,3.6839,25.90963,56.61356,52.81994,30.70393,26.91031,3.79362,NA,31.82095,TRUE,31.82095,31.82095,28.13705,3.6839,30.70393,26.91031,3.79362,11.5769642326832,12.3554867406224,0.971077756865475,4.9777154014862,5.12596995070063
"77","High","H01","A",1,1,19.625,19.625,1,1.2975,32.91782,21.4355,31.62032,20.138,1.02614012738854,21.4355,19.34504,20.138,18.04754,2.09046,NA,NA,NA,NA,NA,NA,NA,31.62032,TRUE,20.138,20.138,18.04754,2.09046,NA,NA,NA,10.3806733538584,NA,NA,2.14510489070064,NA
"78","High","H01","A",2,1,19.625,19.625,2,1.29017,33.07367,22.18318,31.7835,20.89301,1.06461197452229,22.18318,19.96383,20.89301,18.67366,2.21935,26.91961,47.44278,45.17108,20.52317,18.25147,2.2717,NA,31.7835,TRUE,20.89301,20.89301,18.67366,2.21935,20.52317,18.25147,2.2717,10.6224521981275,11.0689527982275,0.976955583923935,2.36274658565605,2.41847902252229
"79","High","H01","A",3,0.9,17.6625,17.6625,3,1.29366,30.22783,20.37146,28.93417,19.0778,1.08013021939137,20.37146,18.39091,19.0778,17.09725,1.98055,NA,NA,NA,NA,NA,NA,NA,28.93417,TRUE,19.0778,19.0778,17.09725,1.98055,NA,NA,NA,10.3814381113126,NA,NA,2.13925190601557,NA
"80","High","H01","A",4,1,19.625,19.625,4,1.28849,32.05987,21.15412,30.77138,19.86563,1.01226140127389,21.15412,19.27152,19.86563,17.98303,1.8826,NA,NA,NA,NA,NA,NA,NA,30.77138,TRUE,19.86563,19.86563,17.98303,1.8826,NA,NA,NA,9.47666900068108,NA,NA,1.90568331403822,NA
"81","High","H01","A",5,0.9,17.6625,17.6625,5,1.2953,32.00376,22.68181,30.70846,21.38651,1.21084274593064,22.68181,20.69939,21.38651,19.40409,1.98242,NA,NA,NA,NA,NA,NA,NA,30.70846,TRUE,21.38651,21.38651,19.40409,1.98242,NA,NA,NA,9.26948810254688,NA,NA,2.40039887638782,NA
"82","High","H01","A",6,1,19.625,19.625,6,1.30059,36.40771,26.79312,35.10712,25.49253,1.29898242038217,26.79312,24.46749,25.49253,23.1669,2.32563,NA,NA,NA,NA,NA,NA,NA,35.10712,TRUE,25.49253,25.49253,23.1669,2.32563,NA,NA,NA,9.12279008791986,NA,NA,3.02095248631337,NA
"83","High","H01","A",7,0.9,17.6625,17.6625,7,1.29462,33.89468,25.23197,32.60006,23.93735,1.35526397735315,25.23197,23.06074,23.93735,21.76612,2.17123,26.73605,50.25197,47.98225,23.51592,21.2462,2.26972,NA,32.60006,TRUE,23.93735,23.93735,21.76612,2.17123,23.51592,21.2462,2.26972,9.07046937108745,9.65184436756036,0.956606982359058,2.94258980554848,3.07606975467799
"84","High","H01","A",8,0.9,17.6625,17.6625,8,1.29041,31.55688,23.43192,30.26647,22.14151,1.25358867657466,23.43192,21.20235,22.14151,19.91194,2.22957,NA,NA,NA,NA,NA,NA,NA,30.26647,TRUE,22.14151,22.14151,19.91194,2.22957,NA,NA,NA,10.0696384302606,NA,NA,2.79496370563058,NA
"85","High","H01","A",9,0.9,17.6625,17.6625,9,1.2702,34.03141,24.78254,32.76121,23.51234,1.33120113234253,24.78254,22.63592,23.51234,21.36572,2.14662,NA,NA,NA,NA,NA,NA,NA,32.76121,TRUE,23.51234,23.51234,21.36572,2.14662,NA,NA,NA,9.12975909671263,NA,NA,2.85758297470913,NA
"86","High","H01","A",10,0.9,17.6625,17.6625,10,1.27653,32.94226,23.98555,31.66573,22.70902,1.2857194621373,23.98555,21.63157,22.70902,20.35504,2.35398,NA,NA,NA,NA,NA,NA,NA,31.66573,TRUE,22.70902,22.70902,20.35504,2.35398,NA,NA,NA,10.3658370110203,NA,NA,3.02655789948195,NA
"87","High","H01","A",11,0.9,17.6625,17.6625,11,1.28245,34.14386,25.66709,32.86141,24.38464,1.38058825194621,25.66709,23.45582,24.38464,22.17337,2.21127,NA,NA,NA,NA,NA,NA,NA,32.86141,TRUE,24.38464,24.38464,22.17337,2.21127,NA,NA,NA,9.06829053043228,NA,NA,3.05285338388111,NA
"88","High","H01","A",12,0.9,17.6625,17.6625,12,1.28335,37.94031,29.94762,36.65696,28.66427,1.62288860580326,29.94762,28.03093,28.66427,26.74758,1.91669,27.12313,55.67862,53.27965,28.55549,26.15652,2.39897,NA,36.65696,TRUE,28.66427,28.66427,26.74758,1.91669,28.55549,26.15652,2.39897000000001,6.68668694510622,8.40108154333897,0.79896372193066,3.11057436185704,3.89326107866384
"89","High","H01","A",13,0.8,15.7,15.7,13,1.28029,29.01294,21.68776,27.73265,20.40747,1.29983885350318,21.68776,19.71014,20.40747,18.42985,1.97762,NA,NA,NA,NA,NA,NA,NA,27.73265,TRUE,20.40747,20.40747,18.42985,1.97762,NA,NA,NA,9.69066719196452,NA,NA,2.57058731346497,NA
"90","High","H01","A",14,0.9,17.6625,17.6625,14,1.29542,30.59581,22.18805,29.30039,20.89263,1.18288067940552,22.18805,20.41719,20.89263,19.12177,1.77086,NA,NA,NA,NA,NA,NA,NA,29.30039,TRUE,20.89263,20.89263,19.12177,1.77086,NA,NA,NA,8.47600326047989,NA,NA,2.09471607993206,NA
"91","High","H01","A",15,0.9,17.6625,17.6625,15,1.29186,34.92765,25.98728,33.63579,24.69542,1.39818372257608,25.98728,23.7796,24.69542,22.48774,2.20768,NA,NA,NA,NA,NA,NA,NA,33.63579,TRUE,24.69542,24.69542,22.48774,2.20768,NA,NA,NA,8.93963334091909,NA,NA,3.08674224065676,NA
"92","High","H01","A",16,0.9,17.6625,17.6625,16,1.29424,34.70211,27.2846,33.40787,25.99036,1.47149950460014,27.2846,25.26674,25.99036,23.9725,2.01786,NA,NA,NA,NA,NA,NA,NA,33.40787,TRUE,25.99036,25.99036,23.9725,2.01786,NA,NA,NA,7.76387860729902,NA,NA,2.96927999035245,NA
"93","High","H01","A",17,1,19.625,19.625,17,1.27953,42.6356,34.927,41.35607,33.64747,1.71452076433121,34.927,32.70384,33.64747,31.42431,2.22316,24.96815,58.22798,53.75194,33.25983,28.78379,4.47604,NA,41.35607,TRUE,33.64747,33.64747,31.42431,2.22316,33.25983,28.78379,4.47604,6.60721296430311,13.4577957854866,0.496680101160847,3.81165398243057,7.67426352197708
"94","High","H01","A",18,0.7,13.7375,13.7375,18,1.29405,31.0239,26.36844,29.72985,25.07439,1.82525131938126,26.36844,24.42393,25.07439,23.12988,1.94451,NA,NA,NA,NA,NA,NA,NA,29.72985,TRUE,25.07439,25.07439,23.12988,1.94451,NA,NA,NA,7.75496432814518,NA,NA,3.54921944305005,NA
"95","High","H01","A",19,1,19.625,19.625,19,1.28679,42.02636,36.05597,40.73957,34.76918,1.77167796178344,36.05597,34.28464,34.76918,32.99785,1.77133,NA,NA,NA,NA,NA,NA,NA,40.73957,TRUE,34.76918,34.76918,32.99785,1.77133,NA,NA,NA,5.09454062477171,NA,NA,3.13822632404586,NA
"96","High","H01","A",20,1,19.625,19.625,20,1.28756,41.22818,35.66005,39.94062,34.37249,1.75146445859873,35.66005,33.74538,34.37249,32.45782,1.91467,NA,NA,NA,NA,NA,NA,NA,39.94062,TRUE,34.37249,34.37249,32.45782,1.91467,NA,NA,NA,5.57035582816375,NA,NA,3.35347645494522,NA
"97","Low","L01","A",1,1.5,29.4375,29.4375,1,1.3127,55.38067,40.64282,54.06797,39.33012,1.33605503184713,40.64282,38.25293,39.33012,36.94023,2.38989,NA,NA,NA,NA,NA,NA,NA,54.06797,TRUE,39.33012,39.33012,36.94023,2.38989,NA,NA,NA,6.07648794359133,NA,NA,3.19302456006115,NA
"98","Low","L01","A",2,1.3,25.5125,25.5125,2,1.29973,53.16598,40.05411,51.86625,38.75438,1.51903498285154,40.05411,37.59172,38.75438,36.29199,2.46239,26.92544,65.1572,62.46189,38.23176,35.53645,2.69531,NA,51.86625,TRUE,38.75438,38.75438,36.29199,2.46239,38.23176,35.53645,2.69531000000001,6.35383665020573,7.04992393758489,0.913583224193133,3.74045655142381,4.0942701796296
"99","Low","L01","A",3,1.3,25.5125,25.5125,3,1.30294,51.56751,39.31645,50.26457,38.01351,1.48999549240568,39.31645,35.13885,38.01351,33.83591,4.1776,NA,NA,NA,NA,NA,NA,NA,50.26457,TRUE,38.01351,38.01351,33.83591,4.17760000000001,NA,NA,NA,10.9897770555784,NA,NA,6.22460516907399,NA
"100","Low","L01","A",4,1.2,23.55,23.55,4,1.26919,49.45623,37.56088,48.18704,36.29169,1.54104840764331,37.56088,35.23741,36.29169,33.96822,2.32347,NA,NA,NA,NA,NA,NA,NA,48.18704,TRUE,36.29169,36.29169,33.96822,2.32347,NA,NA,NA,6.40220943141529,NA,NA,3.58057974370701,NA
"101","Low","L01","A",5,1.4,27.475,27.475,5,1.32715,52.81782,39.64214,51.49067,38.31499,1.39454012738853,39.64214,37.15544,38.31499,35.82829,2.4867,NA,NA,NA,NA,NA,NA,NA,51.49067,TRUE,38.31499,38.31499,35.82829,2.4867,NA,NA,NA,6.49014915572208,NA,NA,3.46780293477707,NA
"102","Low","L01","A",6,1.3,25.5125,25.5125,6,1.28462,49.24359,36.40923,47.95897,35.12461,1.37676080352768,36.40923,33.68014,35.12461,32.39552,2.72909,NA,NA,NA,NA,NA,NA,NA,47.95897,TRUE,35.12461,35.12461,32.39552,2.72909,NA,NA,NA,7.76973751452329,NA,NA,3.75730414129936,NA
"103","Low","L01","A",7,1.2,23.55,23.55,7,1.29831,45.87103,33.28286,44.57272,31.98455,1.35815498938429,33.28286,30.38641,31.98455,29.0881,2.89645,26.70549,57.92757,54.80498,31.22208,28.09949,3.12259,NA,44.57272,TRUE,31.98455,31.98455,29.0881,2.89645,31.22208,28.09949,3.12259,9.05577849305367,10.0012234931177,0.927579349194097,3.93382801900212,4.24096118830149
"104","Low","L01","A",8,1.3,25.5125,25.5125,8,1.29578,51.54713,38.59706,50.25135,37.30128,1.462078588927,38.59706,36.04487,37.30128,34.74909,2.55219,NA,NA,NA,NA,NA,NA,NA,50.25135,TRUE,37.30128,37.30128,34.74909,2.55219,NA,NA,NA,6.8420976438342,NA,NA,3.73150235387359,NA
"105","Low","L01","A",9,1.2,23.55,23.55,9,1.28319,47.84339,36.05944,46.5602,34.77625,1.47669851380042,36.05944,33.50217,34.77625,32.21898,2.55727,NA,NA,NA,NA,NA,NA,NA,46.5602,TRUE,34.77625,34.77625,32.21898,2.55727,NA,NA,NA,7.35349556090723,NA,NA,3.77631680838642,NA
"106","Low","L01","A",10,1.3,25.5125,25.5125,10,1.28174,51.17329,39.0877,49.89155,37.80596,1.48186026457619,39.0877,36.40145,37.80596,35.11971,2.68625,NA,NA,NA,NA,NA,NA,NA,49.89155,TRUE,37.80596,37.80596,35.11971,2.68625,NA,NA,NA,7.10536116527659,NA,NA,3.98064713571779,NA
"107","Low","L01","A",11,1.3,25.5125,25.5125,11,1.29089,51.10914,39.32175,49.81825,38.03086,1.49067555120039,39.32175,37.25215,38.03086,35.96126,2.0696,NA,NA,NA,NA,NA,NA,NA,49.81825,TRUE,38.03086,38.03086,35.96126,2.0696,NA,NA,NA,5.44189639676831,NA,NA,3.08510212076433,NA
"108","Low","L01","A",12,1.4,27.475,27.475,12,1.29725,54.71964,41.81554,53.42239,40.51829,1.4747330300273,41.81554,38.97783,40.51829,37.68058,2.83771,28.00084,67.75336,64.76268,39.75252,36.76184,2.99068,NA,53.42239,TRUE,40.51829,40.51829,37.68058,2.83771,39.75252,36.76184,2.99068,7.00352852995524,7.52324632501285,0.948851097409286,4.18486466663876,4.41045457824203
"109","Low","L01","A",13,1.3,25.5125,25.5125,13,1.29277,53.20262,40.73557,51.90985,39.4428,1.54601861832435,40.73557,37.69081,39.4428,36.39804,3.04476,NA,NA,NA,NA,NA,NA,NA,51.90985,TRUE,39.4428,39.4428,36.39804,3.04476,NA,NA,NA,7.71943168334906,NA,NA,4.70725564832926,NA
"110","Low","L01","A",14,1.4,27.475,27.475,14,1.2607,53.68241,41.33775,52.42171,40.07705,1.45867333939945,41.33775,38.90745,40.07705,37.64675,2.4303,NA,NA,NA,NA,NA,NA,NA,52.42171,TRUE,40.07705,40.07705,37.64675,2.4303,NA,NA,NA,6.06406908692132,NA,NA,3.5450138167425,NA
"111","Low","L01","A",15,1.2,23.55,23.55,15,1.2923,50.62334,39.16674,49.33104,37.87444,1.60825647558386,39.16674,36.6057,37.87444,35.3134,2.56104,NA,NA,NA,NA,NA,NA,NA,49.33104,TRUE,37.87444,37.87444,35.3134,2.56104,NA,NA,NA,6.76192176042734,NA,NA,4.1188091642293,NA
"112","Low","L01","A",16,1.3,25.5125,25.5125,16,1.29781,50.8622,39.05067,49.56439,37.75286,1.47977893189613,39.05067,36.82535,37.75286,35.52754,2.22532,NA,NA,NA,NA,NA,NA,NA,49.56439,TRUE,37.75286,37.75286,35.52754,2.22532,NA,NA,NA,5.89444084501147,NA,NA,3.29298165272709,NA
"113","Low","L01","A",17,1.2,23.55,23.55,17,1.2954,49.87483,38.22054,48.57943,36.92514,1.56794649681529,38.22054,35.84657,36.92514,34.55117,2.37397,25.75641,62.28393,59.32626,36.52752,33.56985,2.95767,NA,48.57943,TRUE,36.92514,36.92514,34.55117,2.37397,36.52752,33.56985,2.95766999999999,6.42914285497631,8.09710048752281,0.802648706583224,3.72225794504459,4.63746831523566
"114","Low","L01","A",18,1.1,21.5875,21.5875,18,1.29554,43.73773,33.2774,42.44219,31.98186,1.48149901563405,33.2774,30.85387,31.98186,29.55833,2.42353,NA,NA,NA,NA,NA,NA,NA,42.44219,TRUE,31.98186,31.98186,29.55833,2.42353,NA,NA,NA,7.57782693064131,NA,NA,3.59045730935958,NA
"115","Low","L01","A",19,1.3,25.5125,25.5125,19,1.27834,51.38042,38.47168,50.10208,37.19334,1.45784772170505,38.47168,35.97865,37.19334,34.70031,2.49303,NA,NA,NA,NA,NA,NA,NA,50.10208,TRUE,37.19334,37.19334,34.70031,2.49303,NA,NA,NA,6.70289358256074,NA,NA,3.63445810564233,NA
"116","Low","L05","A",1,1.1,21.5875,21.5875,1,1.30343,34.26089,21.85335,32.95746,20.54992,0.951936074116966,21.85335,19.6409,20.54992,18.33747,2.21245,26.70737,46.66426,44.55102,19.95689,17.84365,2.11324,NA,32.95746,TRUE,20.54992,20.54992,18.33747,2.21245,19.95689,17.84365,2.11324,10.7662219609614,10.5890246426172,1.04694686831595,2.10611096718008,2.01166938926693
"117","Low","L05","A",2,0.8,15.7,15.7,2,1.32089,33.60274,27.23109,32.28185,25.9102,1.65033121019108,27.23109,25.1266,25.9102,23.80571,2.10449,NA,NA,NA,NA,NA,NA,NA,32.28185,TRUE,25.9102,25.9102,23.80571,2.10449,NA,NA,NA,8.12224529335937,NA,NA,3.47310552853503,NA
"118","Low","L05","A",3,0.9,17.6625,17.6625,3,1.27498,38.80583,31.32908,37.53085,30.0541,1.70157678697806,31.32908,28.20695,30.0541,26.93197,3.12213,NA,NA,NA,NA,NA,NA,NA,37.53085,TRUE,30.0541,30.0541,26.93197,3.12213,NA,NA,NA,10.3883663127493,NA,NA,5.31254393392782,NA
"119","Low","L05","A",4,0.9,17.6625,17.6625,4,1.24966,38.64811,31.03898,37.39845,29.78932,1.68658570417551,31.03898,28.45014,29.78932,27.20048,2.58884,NA,NA,NA,NA,NA,NA,NA,37.39845,TRUE,29.78932,29.78932,27.20048,2.58884,NA,NA,NA,8.69049713118661,NA,NA,4.36630053439773,NA
"120","Low","L05","A",5,0.8,15.7,15.7,5,1.30298,32.50758,26.12023,31.2046,24.81725,1.58071656050955,26.12023,23.94263,24.81725,22.63965,2.1776,NA,NA,NA,NA,NA,NA,NA,31.2046,TRUE,24.81725,24.81725,22.63965,2.1776,NA,NA,NA,8.77454190129849,NA,NA,3.4421683821656,NA
"121","Low","L05","A",6,1,19.625,19.625,6,1.29853,39.06652,31.35117,37.76799,30.05264,1.5313447133758,31.35117,29.3849,30.05264,28.08637,1.96627,25.18351,54.9244,52.63207,29.74089,27.44856,2.29233,NA,37.76799,TRUE,30.05264,30.05264,28.08637,1.96627,29.74089,27.44856,2.29233,6.54275298276625,7.70767115577241,0.857760444613124,3.01103716956943,3.51034742681274
"122","Low","L05","A",7,0.6,11.775,11.775,7,1.28897,25.87755,20.67617,24.58858,19.3872,1.64647133757962,20.67617,17.48553,19.3872,16.19656,3.19064,NA,NA,NA,NA,NA,NA,NA,24.58858,TRUE,19.3872,19.3872,16.19656,3.19064,NA,NA,NA,16.457456466122,NA,NA,5.25329730853503,NA
"123","Low","L05","A",8,1,19.625,19.625,8,1.27704,38.03399,29.47939,36.75695,28.20235,1.43706242038217,29.47939,27.44191,28.20235,26.16487,2.03748,NA,NA,NA,NA,NA,NA,NA,36.75695,TRUE,28.20235,28.20235,26.16487,2.03748,NA,NA,NA,7.22450434095031,NA,NA,2.92798594028025,NA
"124","Low","L05","A",9,0.8,15.7,15.7,9,1.2743,29.6053,23.77829,28.331,22.50399,1.43337515923567,23.77829,21.97111,22.50399,20.69681,1.80718,NA,NA,NA,NA,NA,NA,NA,28.331,TRUE,22.50399,22.50399,20.69681,1.80718,NA,NA,NA,8.03048703807636,NA,NA,2.59036692026751,NA
"125","Low","L05","A",10,0.9,17.6625,17.6625,10,1.29648,40.5063,34.04466,39.20982,32.74818,1.85410785562633,34.04466,31.34516,32.74818,30.04868,2.6995,NA,NA,NA,NA,NA,NA,NA,39.20982,TRUE,32.74818,32.74818,30.04868,2.6995,NA,NA,NA,8.2432061873362,NA,NA,5.00516415626326,NA
"126","Low","L05","A",11,0.9,17.6625,17.6625,11,1.27823,35.58289,29.67543,34.30466,28.3972,1.60776786978061,29.67543,27.92614,28.3972,26.64791,1.74929,28.14649,56.41686,54.13839,28.27037,25.9919,2.27847,NA,34.30466,TRUE,28.3972,28.3972,26.64791,1.74929,28.27037,25.9919,2.27847,6.16007916273435,8.0595690823997,0.767747655224778,2.81245225692852,3.66325085825902
"127","Low","L05","A",12,1,19.625,19.625,12,1.29096,41.02454,33.3988,39.73358,32.10784,1.63606828025478,33.3988,31.09908,32.10784,29.80812,2.29972,NA,NA,NA,NA,NA,NA,NA,39.73358,TRUE,32.10784,32.10784,29.80812,2.29972,NA,NA,NA,7.16248741740335,NA,NA,3.76249894546752,NA
"128","Low","L05","A",13,0.8,15.7,15.7,13,1.2818,36.9162,31.67875,35.6344,30.39695,1.93611146496815,31.67875,29.60266,30.39695,28.32086,2.07609,NA,NA,NA,NA,NA,NA,NA,35.6344,TRUE,30.39695,30.39695,28.32086,2.07609,NA,NA,NA,6.82992866060575,NA,NA,4.01954165130573,NA
"129","Low","L05","A",14,0.9,17.6625,17.6625,14,1.29452,45.02112,40.08909,43.7266,38.79457,2.19643708421798,40.08909,38.41425,38.79457,37.11973,1.67484,NA,NA,NA,NA,NA,NA,NA,43.7266,TRUE,38.79457,38.79457,37.11973,1.67484,NA,NA,NA,4.31720212390547,NA,NA,3.67868068613163,NA
"130","Low","L05","A",15,0.9,17.6625,17.6625,15,1.30714,34.72462,29.90043,33.41748,28.59329,1.61886992215145,29.90043,28.01439,28.59329,26.70725,1.88604,NA,NA,NA,NA,NA,NA,NA,33.41748,TRUE,28.59329,28.59329,26.70725,1.88604,NA,NA,NA,6.59609299944148,NA,NA,3.05325342797452,NA
"131","Low","L05","A",16,0.8,15.7,15.7,16,1.28188,39.54759,34.89626,38.26571,33.61438,2.14104331210191,34.89626,33.11949,33.61438,31.83761,1.77677,26.40811,59.78589,57.34262,33.37778,30.93451,2.44327,NA,38.26571,TRUE,33.61438,33.61438,31.83761,1.77677,33.37778,30.93451,2.44327000000001,5.2857437798942,7.32004944606863,0.727209845821377,3.80414152564331,5.23114689315925
"132","Low","L05","A",17,0.9,17.6625,17.6625,17,1.25153,43.43618,38.26904,42.18465,37.01751,2.09582505307856,38.26904,36.38583,37.01751,35.1343,1.88321,NA,NA,NA,NA,NA,NA,NA,42.18465,TRUE,37.01751,37.01751,35.1343,1.88321,NA,NA,NA,5.08734920312036,NA,NA,3.94687869820806,NA
"133","Low","L05","A",18,0.8,15.7,15.7,18,1.28604,36.34306,31.89184,35.05702,30.6058,1.94941401273885,31.89184,30.08753,30.6058,28.80149,1.80431,NA,NA,NA,NA,NA,NA,NA,35.05702,TRUE,30.6058,30.6058,28.80149,1.80431,NA,NA,NA,5.89532049480817,NA,NA,3.51734719732484,NA
"134","Low","L05","A",19,0.9,17.6625,17.6625,19,1.29194,39.29634,33.63072,38.0044,32.33878,1.8309288039632,33.63072,31.63181,32.33878,30.33987,1.99891,NA,NA,NA,NA,NA,NA,NA,38.0044,TRUE,32.33878,32.33878,30.33987,1.99891,NA,NA,NA,6.18115463848667,NA,NA,3.65986189553008,NA
"135","Low","L05","A",20,0.8,15.7,15.7,20,1.25774,32.63294,28.0874,31.3752,26.82966,1.70889554140127,28.0874,26.09344,26.82966,24.8357,1.99396,NA,NA,NA,NA,NA,NA,NA,31.3752,TRUE,26.82966,26.82966,24.8357,1.99395999999999,NA,NA,NA,7.43192422117908,NA,NA,3.40746935373247,NA
"136","Low","L05","A",21,0.9,17.6625,17.6625,21,1.29804,41.0332,35.09534,39.73516,33.7973,1.91350601556971,35.09534,33.06244,33.7973,31.7644,2.0329,28.56188,61.95224,59.28931,33.39036,30.72743,2.66293,NA,39.73516,TRUE,33.7973,33.7973,31.7644,2.0329,33.39036,30.72743,2.66293,6.01497752779068,7.97514612001787,0.763407224373152,3.88996637905166,5.09553257404105
"137","Low","L05","A",22,0.8,15.7,15.7,22,1.31074,34.26401,29.87649,32.95327,28.56575,1.81947452229299,29.87649,27.91047,28.56575,26.59973,1.96602,NA,NA,NA,NA,NA,NA,NA,32.95327,TRUE,28.56575,28.56575,26.59973,1.96602,NA,NA,NA,6.88243788452955,NA,NA,3.57712330031847,NA
"138","Low","L05","A",23,0.9,17.6625,17.6625,23,1.31855,40.09972,35.23236,38.78117,33.91381,1.92010247699929,35.23236,33.08586,33.91381,31.76731,2.1465,NA,NA,NA,NA,NA,NA,NA,38.78117,TRUE,33.91381,33.91381,31.76731,2.1465,NA,NA,NA,6.32928001896574,NA,NA,4.12149996687899,NA
"139","Low","L05","A",24,0.8,15.7,15.7,24,1.27724,33.1242,28.86552,31.84696,27.58828,1.7572152866242,28.86552,26.99309,27.58828,25.71585,1.87243,NA,NA,NA,NA,NA,NA,NA,31.84696,TRUE,27.58828,27.58828,25.71585,1.87243,NA,NA,NA,6.78704870328995,NA,NA,3.29026261913376,NA
"140","Low","L05","A",25,0.9,17.6625,17.6625,25,1.28062,38.23022,33.41997,36.9496,32.13935,1.81963765038924,33.41997,31.38003,32.13935,30.09941,2.03994,NA,NA,NA,NA,NA,NA,NA,36.9496,TRUE,32.13935,32.13935,30.09941,2.03994,NA,NA,NA,6.34717254704902,NA,NA,3.71195162853503,NA
"141","Low","L05","A",26,0.8,15.7,15.7,26,1.28782,37.68366,32.67362,36.39584,31.3858,1.99909554140127,32.67362,29.99898,31.3858,28.71116,2.67464,28.68294,59.37626,55.86641,30.69332,27.18347,3.50985,NA,36.39584,TRUE,31.3858,31.3858,28.71116,2.67464,30.69332,27.18347,3.50985,8.52181559813674,11.4352243419741,0.762038263743465,5.3468608988535,7.01652548598726
"142","Low","L05","A",27,0.9,17.6625,17.6625,27,1.28905,42.3408,38.09953,41.05175,36.81048,2.08410360934183,38.09953,36.22883,36.81048,34.93978,1.8707,NA,NA,NA,NA,NA,NA,NA,41.05175,TRUE,36.81048,36.81048,34.93978,1.8707,NA,NA,NA,5.08197665447448,NA,NA,3.89873262199575,NA
"143","Low","L05","A",28,1,19.625,19.625,28,1.2812,44.90201,40.37559,43.62081,39.09439,1.99207082802548,40.37559,38.44245,39.09439,37.16125,1.93314,NA,NA,NA,NA,NA,NA,NA,43.62081,TRUE,39.09439,39.09439,37.16125,1.93314,NA,NA,NA,4.94480154313701,NA,NA,3.85095180048918,NA
"144","Low","L05","A",29,0.8,15.7,15.7,29,1.28537,36.78506,33.41907,35.49969,32.1337,2.04673248407643,33.41907,31.67126,32.1337,30.38589,1.74781,NA,NA,NA,NA,NA,NA,NA,35.49969,TRUE,32.1337,32.1337,30.38589,1.74781,NA,NA,NA,5.43918067324957,NA,NA,3.57729950299363,NA
"145","Low","L05","A",30,0.9,17.6625,17.6625,30,1.28528,42.06188,37.09705,40.7766,35.81177,2.02755951875442,37.09705,34.79639,35.81177,33.51111,2.30066,26.3005,61.55035,57.27148,35.24985,30.97098,4.27887,NA,40.7766,TRUE,35.81177,35.81177,33.51111,2.30066,35.24985,30.97098,4.27887,6.42431245369888,12.1386899518721,0.537679340573562,4.66472508241755,8.67566359801275
"146","Low","L05","A",31,0.9,17.6625,17.6625,31,1.28804,40.15832,35.4732,38.87028,34.18516,1.93546553432413,35.4732,33.39701,34.18516,32.10897,2.07619,NA,NA,NA,NA,NA,NA,NA,38.87028,TRUE,34.18516,34.18516,32.10897,2.07619,NA,NA,NA,6.07336633790802,NA,NA,4.01839418770841,NA
"147","Mid","M05","B",1,1,19.625,19.625,1,1.27322,46.94349,12.84608,45.67027,11.57286,0.589699872611465,12.84608,10.46088,11.57286,9.18766,2.3852,NA,NA,NA,NA,NA,NA,NA,45.67027,TRUE,11.57286,11.57286,9.18766,2.3852,NA,NA,NA,20.6102899369732,NA,NA,1.40655213615287,NA
"148","Mid","M05","B",2,1,19.625,19.625,2,1.25269,25.62122,8.01568,24.36853,6.76299,0.344610955414013,8.01568,6.48711,6.76299,5.23442,1.52857,23.06715,30.39599,27.86273,7.32884,4.79558,2.53326,NA,24.36853,TRUE,6.76299,6.76299,5.23442,1.52857,7.32884,4.79558,2.53326,22.601985216598,34.5656338520148,0.603400361589414,0.526761968117197,0.872989148912103
"149","Mid","M05","B",3,1.3,25.5125,25.5125,3,1.25617,30.84944,10.87921,29.59327,9.62304,0.377189220970113,10.87921,8.96509,9.62304,7.70892,1.91412,NA,NA,NA,NA,NA,NA,NA,29.59327,TRUE,9.62304,9.62304,7.70892,1.91412,NA,NA,NA,19.8910115722267,NA,NA,0.721985431643312,NA
"150","Mid","M05","B",4,1.2,23.55,23.55,4,1.2779,32.20044,11.50084,30.92254,10.22294,0.434095116772824,11.50084,9.42506,10.22294,8.14716,2.07578,NA,NA,NA,NA,NA,NA,NA,30.92254,TRUE,10.22294,10.22294,8.14716,2.07578,NA,NA,NA,20.3051177058654,NA,NA,0.901085961494692,NA
